chrom	pos
3	144621138
3	144697666
3	144737728
3	144962948
3	145097726
3	145251103
3	145397024
3	145467315
3	145469286
3	145507323
3	145606262
3	145629662
3	145639806
3	145654951
3	145659831
3	145692070
3	145725489
3	145743048
3	145775114
3	145942575
3	145981415
3	146017262
3	146230462
3	146270444
3	146517607
3	146580031
3	146584509
3	146611157
3	146632559
3	146636349
3	146883508
3	146910595
3	146948307
3	146991222
3	147046910
3	147166820
3	147202317
3	147252187
3	147322069
3	147330578
3	147332438
3	147359004
3	147550796
3	147621989
3	147627624
3	147695314
3	147697058
3	147713968
3	147714232
3	147964053
3	148006285
3	148038899
3	148149841
3	148586072
3	148629146
3	148645190
3	148661920
3	148668573
3	148748576
3	148793010
3	148822367
3	148939993
3	148943377
3	148968849
3	148976549
3	149037784
3	149040348
3	149139464
3	149148888
3	149195339
3	149224171
3	149244254
3	149259527
3	149275371
3	149324576
3	149328053
3	149349211
3	149352439
3	149366565
3	149379297
3	149387062
3	149449841
3	149460874
3	149529852
3	149532814
3	149553300
3	149592796
3	149644618
3	149775859
3	150062197
3	150094286
3	150116757
3	150218335
3	150221657
3	150247528
3	150360180
3	150369221
3	150463626
3	150520534
3	150580530
3	150642365
3	150697711
3	150699451
3	150750021
3	150823576
3	150862960
3	150896936
3	150901236
3	150931126
3	150936367
3	150955590
3	150974511
3	150991231
3	151003613
3	151060464
3	151074657
3	151149276
3	151411107
3	151430180
3	151448634
3	151477092
3	151555198
3	151556558
3	151569568
3	151617946
3	151624457
3	151696606
3	151817634
3	151899785
3	151910200
3	151935241
3	152081717
3	152165721
3	152171145
3	152175058
3	152592825
3	152632710
3	152650321
3	152726526
3	152817576
3	152836568
3	152844852
3	152871808
3	152904608
3	152914962
3	152937368
3	152958494
3	152991052
3	153004186
3	153019529
3	153087520
3	153106056
3	153131702
3	153144210
3	153161049
3	153198136
3	153215212
3	153269929
3	153276983
3	153323019
3	153399099
3	153410681
3	153468476
3	153484559
3	153494543
3	153502232
3	153503426
3	153528149
3	153554017
3	153634933
3	153686919
3	153691632
3	153719472
3	153725234
3	153765170
3	153832788
3	154036302
3	154246707
3	154346951
3	154377295
3	154393625
3	154416443
3	155088858
3	155177016
3	155194413
3	155202875
3	155265179
3	155302144
3	155313366
3	155360273
3	155369774
3	155372196
3	155384042
3	155522849
3	155588992
3	155620480
3	155665359
3	155767513
3	155808009
3	155824686
3	155989099
3	156005275
3	156025618
3	156104308
3	156144804
3	156177103
3	156247961
3	156294890
3	156302172
3	156441143
3	156500218
3	156502677
3	156520746
3	156531425
3	156550281
3	156582935
3	156856463
3	156863245
3	156963985
3	156982627
3	157085776
3	157099873
3	157104019
3	157132022
3	157134416
3	157363535
3	157413999
3	157441905
3	157448334
3	157595800
3	157657444
3	157675981
3	157717037
3	157733411
3	157776163
3	157820584
3	157852714
3	157853006
3	157891071
3	157892013
3	157955158
3	158005468
3	158454616
3	158712917
3	158717585
3	158735490
3	158745312
3	158801174
3	158806030
3	158811328
3	158837189
3	158867742
3	158909110
3	158916900
3	158956803
3	158996592
3	159014204
3	159018154
3	159220081
3	159259645
3	159355026
3	159367636
3	159420003
3	159462606
3	159466780
3	159515140
3	159614516
3	159695948
3	159737605
3	159743769
3	159805708
3	159833862
3	159849639
3	159864593
3	159881401
3	159947262
3	159960853
3	159978311
3	159979210
3	159991864
3	160159464
3	160417498
3	160557243
3	160607670
3	160712081
3	160744575
3	160877496
3	160925999
3	160998253
3	161092587
3	161326081
3	161379480
3	161384309
3	161413112
3	161556231
3	161662598
3	161675478
3	161703334
3	161741362
3	161772291
3	161822852
3	161907296
3	161934481
3	161936607
3	161939596
3	161952021
3	161992155
3	162073611
3	162136541
3	162204891
3	162221458
3	162231496
3	162286485
3	162356994
3	162394332
3	162395328
3	162525963
3	162558341
3	162565446
3	162569785
3	162612220
3	162671417
3	162764944
3	162777314
3	163023664
3	163141383
3	163162085
3	163357282
3	163564139
3	163832177
3	163935422
3	164012542
3	164491601
3	164521168
3	164645584
3	164662241
3	164694576
3	164731549
3	164870914
3	165065377
3	165089891
3	165223261
3	165464658
3	165528126
3	165537490
3	165585353
3	165685404
3	165713293
3	165724667
3	165820680
3	166199269
3	166407146
3	166586776
3	166702256
3	166713763
3	166726225
3	166762771
3	166805059
3	166867391
3	167021797
3	167028820
3	167031951
3	167065026
3	167295989
3	167344875
3	167365201
3	167403212
3	167438641
3	167471819
3	167561862
3	167605921
3	167631050
3	167760539
3	167770835
3	167779656
3	167812656
3	167860439
3	167908432
3	167913626
3	167915636
3	167929172
3	168008308
3	168058176
3	168065390
3	168179080
3	168189967
3	168222526
3	168223001
3	168449294
3	168549471
3	168563250
3	168616449
3	168645417
3	168975301
3	169008936
3	169024673
3	169063489
3	169064709
3	169072059
3	169104653
3	169153606
3	169171816
3	169249818
3	169271429
3	169290504
3	169314218
3	169315694
3	169323129
3	169361405
3	169361975
3	169362397
3	169364845
3	169367039
3	169373796
3	169381204
3	169400872
3	169421485
3	169464399
3	169470789
3	169480236
3	169494579
3	169495771
3	169498280
3	169503769
3	169602270
3	169648748
3	169694004
3	169774313
3	169926167
3	169962162
3	170006139
3	170207876
3	170314889
3	170448350
3	170467573
3	170476835
3	170500123
3	170533814
3	170598016
3	170605266
3	170623894
3	170644830
3	170690369
3	170733798
3	170774207
3	170776620
3	170809511
3	170812792
3	170844077
3	170953640
3	171014511
3	171051382
3	171106134
3	171142104
3	171175281
3	171190973
3	171218152
3	171225923
3	171330376
3	171353415
3	171354438
3	171370920
3	171375949
3	171380905
3	171382886
3	171418018
3	171442645
3	171471140
3	171474636
3	171481414
3	171523973
3	171552336
3	171554698
3	171782700
3	171815493
3	171822387
3	171849600
3	171927384
3	171966725
3	171972642
3	172018653
3	172155206
3	172162781
3	172180686
3	172191311
3	172277815
3	172298935
3	172347769
3	172384939
3	172390765
3	172404731
3	172440607
3	172447937
3	172485086
3	172510754
3	172595478
3	172644917
3	172650911
3	172654139
3	172656329
3	172671910
3	172677561
3	172758629
3	172873569
3	172943449
3	172977565
3	173105361
3	173117500
3	173125292
3	173140304
3	173163625
3	173290701
3	173308839
3	173334548
3	173376915
3	173435903
3	173462843
3	173532471
3	173600062
3	173604458
3	173644575
3	173736078
3	173796429
3	173847329
3	173855575
3	173915199
3	173931364
3	173964116
3	173979918
3	173999024
3	174015869
3	174140590
3	174148634
3	174183932
3	174216528
3	174282364
3	174304265
3	174308073
3	174344293
3	174424651
3	174429166
3	174472234
3	174480311
3	174745599
3	174758524
3	174778169
3	174788982
3	174849954
3	174862781
3	175022599
3	175082970
3	175096948
3	175143894
3	175175508
3	175218601
3	175221432
3	175222476
3	175250764
3	175255021
3	175267317
3	175283240
3	175291159
3	175324987
3	175357320
3	175396196
3	175398418
3	175487360
3	175516641
3	175564260
3	175692389
3	175770799
3	175807871
3	175821487
3	176057524
3	176148029
3	176364626
3	176454527
3	176528740
3	176543725
3	176571956
3	176576365
3	176598673
3	176654819
3	176689276
3	176699356
3	176738446
3	176762735
3	176845774
3	176872905
3	176898483
3	176917126
3	176929597
3	177110139
3	177192789
3	177222620
3	177339351
3	177348995
3	177362130
3	177365041
3	177377284
3	177395268
3	177396700
3	177401355
3	177407832
3	177434844
3	177456901
3	177488902
3	177513826
3	177544639
3	177574755
3	177590370
3	177629367
3	177656243
3	177656816
3	177672526
3	177685206
3	177690491
3	177703667
3	177717964
3	177742093
3	177817960
3	177833991
3	177885731
3	177992437
3	178009760
3	178084409
3	178145320
3	178146748
3	178199515
3	178410036
3	178481043
3	178491265
3	178505451
3	178512147
3	178520531
3	178562667
3	178574565
3	178638481
3	178663631
3	178743983
3	178867890
3	179115934
3	179232509
3	179267409
3	179270776
3	179279990
3	179297987
3	179352380
3	179429383
3	179444528
3	179455191
3	179463149
3	179529828
3	179554693
3	179571641
3	179588987
3	179700188
3	179718510
3	179754886
3	179943530
3	179946314
3	179973909
3	179980453
3	180028650
3	180060580
3	180140256
3	180624505
3	180681811
3	180720674
3	180762788
3	180803012
3	180803836
3	180815463
3	181033863
3	181114951
3	181356066
3	181495318
3	181546334
3	181774617
3	181806729
3	181941571
3	181982774
3	182221082
3	182547792
3	182568314
3	182604327
3	182629231
3	182672295
3	182715636
3	182716920
3	182733539
3	182738837
3	182756805
3	182920052
3	183045792
3	183097302
3	183108528
3	183128599
3	183299597
3	183302804
3	183367676
3	183433872
3	183476718
3	183480035
3	183485246
3	183497499
3	183518318
3	183574888
3	183577665
3	183583986
3	183675249
3	183849154
3	183889873
3	183920057
3	183924515
3	184027875
3	184036241
3	184068890
3	184100628
3	184125347
3	184178853
3	184357259
3	184372478
3	184407846
3	184416051
3	184426858
3	184437620
3	184443947
3	184470715
3	184514676
3	184545885
3	184648947
3	184688894
3	184781489
3	184831751
3	185074656
3	185088918
3	185135554
3	185155006
3	185158995
3	185283523
3	185351870
3	185440621
3	185755277
3	185793899
3	185874258
3	185892486
3	185904041
3	185962335
3	185962355
3	185986556
3	185990053
3	186029101
3	186178998
3	186221970
3	186227048
3	186258240
3	186288376
3	186307642
3	186383059
3	186399398
3	186425955
3	186456841
3	186459821
3	186475780
3	186487940
3	186510498
3	186518118
3	186534982
3	186619924
3	186653018
3	186663789
3	186736391
3	186742138
3	186748463
3	186753397
3	186798639
3	186849088
3	186853697
3	186895575
3	186898516
3	186933001
3	186938230
3	186938324
3	186948758
3	186958667
3	186973817
3	187000674
3	187006431
3	187038094
3	187111708
3	187118360
3	187127036
3	187184852
3	187194563
3	187196356
3	187196815
3	187227270
3	187232847
3	187253020
3	187261795
3	187284729
3	187304098
3	187306164
3	187342880
3	187353512
3	187366721
3	187383647
3	187443037
3	187443828
3	187484439
3	187500548
3	187500711
3	187507628
3	187517284
3	187524263
3	187559815
3	187587280
3	187619420
3	187684193
3	187684590
3	187690128
3	187703431
3	187777002
3	187784925
3	187902739
3	187913043
3	187921587
3	187921869
3	187931631
3	187950020
3	187969286
3	188022735
3	188036207
3	188046159
3	188048427
3	188075622
3	188077998
3	188084881
3	188124933
3	188128168
3	188129239
3	188138321
3	188159796
3	188161216
3	188174067
3	188192223
3	188207114
3	188308489
3	188324241
3	188364497
3	188369840
3	188406566
3	188434518
3	188474506
3	188474598
3	188483109
3	188485943
3	188487429
3	188490242
3	188492316
3	188498098
3	188514892
3	188518568
3	188523327
3	188556500
3	188561837
3	188602276
3	188620975
3	188623890
3	188685247
3	188718787
3	188789992
3	188832791
3	188838094
3	188857208
3	188882512
3	188887637
3	188921535
3	189048450
3	189111909
3	189142762
3	189192079
3	189198264
3	189236822
3	189296430
3	189320859
3	189327479
3	189327698
3	189339561
3	189347367
3	189351621
3	189358044
3	189415788
3	189441563
3	189447405
3	189452559
3	189498378
3	189514852
3	189665394
3	189676583
3	189721190
3	189782278
3	189804469
3	189831634
3	189833631
3	189834582
3	189845741
3	189847900
3	189865509
3	189930093
3	189944620
3	189974776
3	190057453
3	190105609
3	190118162
3	190127172
3	190131127
3	190158409
3	190162682
3	190192283
3	190326228
3	190436951
3	190449744
3	190562263
3	190564925
3	190587229
3	190616087
3	190652975
3	190695626
3	190836696
3	190866139
3	190939374
3	190969213
3	190972145
3	191034593
3	191057629
3	191065518
3	191083934
3	191093461
3	191162345
3	191205804
3	191227844
3	191235846
3	191249990
3	191260726
3	191264079
3	191297139
3	191396477
3	191410652
3	191433047
3	191455860
3	191498211
3	191509507
3	191539102
3	191554625
3	191568738
3	191739899
3	191760867
3	191853308
3	191879916
3	191949988
3	192042662
3	192155435
3	192156903
3	192248912
3	192361098
3	192445262
3	192569474
3	192662184
3	192733929
3	192772449
3	192844640
3	192874798
3	192881547
3	192893551
3	192896519
3	192971278
3	192988922
3	193009773
3	193048030
3	193056301
3	193117283
3	193230397
3	193276754
3	193297853
3	193347691
3	193373017
3	193375913
3	193394076
3	193401516
3	193440135
3	193491389
3	193499623
3	193640945
3	193759274
3	193860981
3	193866828
3	193868142
3	193921834
3	193947205
3	193979321
3	193986084
3	193988534
3	193999329
3	194074744
3	194117151
3	194124793
3	194166963
3	194179894
3	194201113
3	194218305
3	194294387
3	194336439
3	194373853
3	194390155
3	194398379
3	194499184
3	194568562
3	194571076
3	194606369
3	194633146
3	194640198
3	194641134
3	194677604
3	194856113
3	194856168
3	194865359
3	195017144
3	195019910
3	195042872
3	195048385
3	195064714
3	195071686
3	195207409
3	195274025
3	195328085
3	195790253
3	195850759
3	195929743
3	196023871
3	196089324
3	196100334
3	196180782
3	196201983
3	196228601
3	196233053
3	196237427
3	196454357
3	196454398
3	196483937
3	196518732
3	196585253
3	196711873
3	196715261
3	196779282
3	196856336
3	196950538
3	196961156
3	197020429
3	197031953
3	197138371
3	197308114
3	197323292
3	197326102
3	197353137
3	197375326
3	197394722
3	197428226
3	197529187
3	197554222
3	197768463
3	197799330
3	197870323
3	198017327
4	539212
4	718433
4	815999
4	874078
4	895149
4	900467
4	931361
4	970571
4	1101493
4	1165203
4	1209477
4	1231023
4	1291733
4	1421910
4	1517595
4	1988698
4	2174727
4	2231982
4	2254989
4	2338690
4	2349623
4	2395357
4	2406670
4	2444805
4	2470075
4	2503364
4	2685794
4	2848415
4	2915204
4	2950077
4	2988772
4	3004316
4	3022996
4	3130709
4	3178294
4	3188806
4	3268621
4	3337311
4	3373995
4	3407973
4	3417950
4	3471412
4	3650865
4	3733168
4	3738885
4	3748428
4	3773958
4	3922001
4	3978411
4	4205639
4	4257160
4	4331691
4	4344510
4	4350003
4	4358654
4	4369370
4	4370712
4	4375017
4	4443588
4	4561189
4	4698879
4	4719351
4	4725780
4	4737898
4	4742310
4	4807626
4	4847675
4	4904098
4	4921569
4	4937696
4	4944384
4	4982465
4	5054047
4	5119723
4	5126784
4	5152946
4	5160867
4	5181207
4	5185810
4	5194819
4	5255637
4	5286432
4	5307590
4	5326094
4	5388910
4	5401818
4	5411798
4	5425964
4	5438497
4	5514452
4	5531258
4	5589721
4	5627571
4	5686916
4	5689175
4	5720203
4	5744893
4	5759639
4	5783715
4	5810839
4	5815211
4	5818431
4	5831898
4	5839160
4	5845766
4	5847201
4	5854782
4	5929481
4	5935148
4	5965074
4	5975826
4	6001103
4	6022699
4	6102651
4	6120331
4	6124822
4	6137483
4	6153159
4	6166428
4	6181457
4	6234787
4	6254762
4	6301627
4	6331399
4	6359905
4	6362584
4	6374546
4	6375582
4	6383096
4	6390008
4	6399375
4	6401005
4	6415301
4	6421333
4	6428265
4	6441204
4	6445880
4	6452285
4	6469519
4	6485999
4	6642600
4	6643870
4	6668588
4	6693051
4	6696039
4	6735024
4	6765143
4	6850387
4	6866725
4	6881285
4	6913615
4	6916952
4	6994402
4	7110949
4	7112259
4	7136266
4	7141243
4	7144306
4	7163688
4	7171023
4	7173266
4	7202766
4	7209470
4	7216345
4	7237894
4	7255433
4	7269876
4	7280779
4	7310327
4	7348950
4	7361280
4	7362225
4	7388688
4	7413311
4	7423218
4	7432290
4	7463550
4	7465253
4	7471478
4	7473697
4	7476904
4	7493336
4	7512256
4	7590341
4	7630496
4	7635570
4	7654128
4	7683802
4	7687425
4	7703068
4	7713454
4	7750853
4	7761434
4	7790935
4	7792274
4	7820459
4	7851433
4	7951856
4	7957302
4	7965956
4	7985133
4	8008385
4	8018775
4	8061774
4	8109390
4	8155983
4	8203127
4	8206083
4	8256923
4	8278313
4	8289707
4	8301830
4	8302410
4	8319982
4	8352102
4	8354163
4	8371361
4	8375331
4	8377232
4	8527513
4	8553167
4	8673145
4	8727057
4	9369390
4	9403086
4	9580798
4	9843973
4	9882177
4	9895136
4	9905980
4	9920506
4	9933120
4	9992591
4	9995037
4	10164155
4	10279517
4	10322311
4	10405948
4	10417841
4	10500710
4	10502128
4	10509257
4	10509859
4	10587929
4	10691598
4	10747447
4	10843583
4	10884900
4	10948201
4	10974272
4	11067641
4	11097894
4	11099111
4	11110867
4	11199450
4	11265962
4	11287501
4	11294196
4	11350407
4	11388445
4	11399463
4	11423274
4	11453894
4	11465479
4	11522639
4	11544651
4	11569540
4	11575512
4	11622461
4	11626614
4	11742764
4	11752802
4	12016369
4	12179167
4	12211013
4	12216540
4	12266261
4	12274018
4	12315785
4	12359578
4	12373776
4	12419012
4	12420238
4	12553069
4	12594175
4	12597511
4	12632887
4	12723540
4	12734497
4	12817394
4	12960797
4	12961950
4	13002134
4	13047515
4	13054627
4	13072386
4	13165972
4	13212048
4	13244022
4	13300643
4	13389655
4	13524762
4	13690676
4	13717865
4	13731747
4	13736291
4	13753387
4	13805711
4	13810782
4	13831835
4	13854273
4	13859625
4	13876135
4	13975642
4	13991305
4	14062435
4	14203183
4	14220616
4	14243705
4	14275559
4	14279202
4	14294989
4	14304407
4	14310573
4	14349357
4	14367452
4	14369123
4	14392240
4	14396203
4	14401753
4	14432366
4	14440809
4	14510088
4	14658813
4	14676562
4	14690084
4	14769495
4	14802170
4	14859218
4	14874803
4	14887163
4	15126006
4	15143556
4	15150352
4	15153171
4	15180261
4	15208580
4	15238143
4	15334663
4	15374360
4	15419055
4	15422967
4	15497627
4	15547093
4	15707569
4	15707629
4	15724143
4	15752064
4	15754282
4	15849062
4	15872481
4	15894168
4	15929338
4	15933100
4	15941517
4	15980857
4	15981995
4	16009588
4	16016659
4	16024835
4	16075161
4	16133000
4	16133852
4	16143965
4	16161586
4	16183902
4	16256054
4	16291920
4	16316443
4	16351690
4	16445690
4	16498210
4	16522756
4	16529168
4	16529778
4	16545372
4	16549953
4	16646623
4	16666420
4	16785235
4	16833017
4	16849401
4	16869692
4	16898323
4	16920559
4	16938528
4	16995704
4	17052639
4	17061941
4	17062163
4	17222537
4	17222722
4	17254027
4	17266495
4	17289161
4	17289773
4	17293162
4	17347407
4	17377960
4	17425950
4	17430652
4	17434335
4	17486441
4	17535536
4	17544758
4	17548726
4	17691159
4	17763999
4	17779586
4	17947316
4	17991787
4	18110200
4	18193497
4	18278938
4	18314127
4	18314369
4	18380589
4	18440449
4	18667334
4	18708236
4	18751563
4	18752701
4	18787749
4	18850364
4	18893164
4	19056622
4	19056665
4	19191960
4	19257684
4	19333841
4	19408554
4	19615026
4	19683295
4	19716002
4	19819942
4	19832389
4	19856374
4	19873886
4	19904652
4	19931446
4	19981481
4	20061440
4	20086845
4	20095917
4	20125418
4	20169865
4	20204592
4	20212654
4	20253683
4	20281446
4	20466144
4	20495654
4	20526241
4	20542194
4	20561485
4	20577749
4	20603971
4	20715550
4	20765714
4	20768821
4	20804142
4	20812510
4	20813764
4	20825743
4	20873691
4	20983515
4	20999244
4	21032230
4	21136485
4	21138422
4	21158626
4	21221048
4	21235260
4	21242552
4	21305844
4	21423434
4	21488738
4	21518627
4	21547653
4	21563599
4	21564199
4	21605974
4	21676639
4	21706282
4	21763138
4	21870363
4	21937180
4	21963841
4	22055646
4	22096540
4	22133701
4	22163551
4	22265057
4	22291620
4	22300729
4	22342877
4	22388544
4	22395941
4	22400105
4	22506634
4	22528393
4	22534378
4	22535635
4	22684245
4	22756133
4	22811256
4	22822398
4	22877281
4	22933066
4	22944440
4	23159038
4	23233708
4	23242451
4	23287119
4	23338526
4	23384960
4	23475859
4	23544771
4	23560039
4	23630520
4	23636476
4	23700935
4	23737283
4	23757705
4	23780026
4	23814039
4	23862789
4	23864393
4	23899799
4	23907267
4	23919830
4	23961338
4	23976155
4	24047088
4	24072442
4	24116542
4	24206142
4	24224295
4	24236847
4	24254669
4	24265526
4	24338888
4	24357034
4	24371423
4	24378043
4	24402276
4	24412314
4	24443162
4	24487818
4	24602993
4	24608416
4	24625280
4	24650127
4	24674985
4	24720013
4	24723898
4	24726857
4	24734635
4	24764197
4	24777884
4	24784289
4	24785282
4	24805665
4	24829581
4	24869582
4	24900961
4	24930584
4	24995076
4	25007869
4	25039054
4	25039891
4	25046914
4	25064687
4	25105493
4	25464992
4	25473570
4	25498857
4	25552710
4	25560619
4	25575562
4	25637114
4	25643543
4	25652944
4	25669421
4	25747681
4	25759206
4	25763905
4	25768349
4	25816851
4	25835688
4	25861753
4	25929703
4	25948984
4	25960166
4	25968541
4	25968703
4	25982265
4	26003539
4	26019586
4	26024134
4	26055780
4	26058426
4	26083889
4	26099164
4	26138055
4	26158688
4	26165605
4	26174333
4	26175750
4	26204316
4	26307170
4	26320284
4	26340916
4	26347108
4	26368561
4	26407205
4	26414491
4	26459369
4	26471598
4	26478523
4	26480399
4	26485287
4	26830205
4	26943527
4	27009735
4	27085948
4	27100807
4	27114063
4	27121325
4	27173880
4	27296683
4	27338282
4	27354160
4	27494788
4	27599166
4	27660023
4	27673788
4	27713881
4	27718168
4	27803966
4	27895815
4	27900857
4	27969974
4	27974225
4	27981403
4	28069606
4	28100084
4	28192894
4	28215077
4	28560368
4	28702269
4	28768220
4	28794136
4	28841846
4	28861537
4	28899967
4	28922011
4	28933695
4	28954544
4	29328845
4	29333941
4	29364344
4	29398581
4	29422119
4	29724031
4	29741418
4	29800545
4	29817959
4	30182416
4	30192139
4	30311836
4	30395948
4	30415344
4	30425895
4	30429589
4	30438256
4	30449536
4	30459917
4	30558853
4	30598260
4	30628760
4	30639396
4	30667622
4	30826183
4	30831214
4	30941587
4	30946092
4	30969141
4	31015368
4	31035980
4	31075923
4	31094232
4	31108715
4	31194892
4	31199206
4	31317784
4	31352468
4	31489083
4	31557757
4	31659117
4	31698669
4	31710907
4	31714203
4	31807078
4	31907734
4	31929054
4	31986185
4	32204868
4	32250515
4	32258200
4	32263375
4	32321752
4	32372317
4	32396985
4	32499840
4	32508282
4	32529084
4	32586704
4	32588426
4	32622146
4	32624531
4	32771730
4	32796899
4	33216014
4	33233884
4	33303873
4	33485439
4	33652135
4	34368748
4	34491346
4	34540749
4	34594202
4	34616962
4	34641204
4	34861972
4	34870333
4	35112072
4	35173627
4	35194300
4	35217337
4	35247225
4	35370476
4	35399794
4	35527176
4	35593871
4	35653019
4	35666645
4	35675287
4	35697074
4	35929172
4	36011519
4	36018814
4	36020056
4	36066664
4	36139565
4	36149557
4	36155288
4	36288800
4	36316348
4	36365089
4	36396814
4	36459359
4	36466540
4	36654458
4	36683314
4	36813000
4	36845987
4	36915333
4	37038549
4	37065970
4	37070407
4	37154926
4	37197155
4	37251628
4	37267483
4	37292208
4	37326774
4	37389409
4	37393891
4	37398684
4	37401859
4	37415768
4	37534497
4	37541003
4	37541142
4	37595969
4	37602948
4	37709606
4	37723671
4	37748605
4	37751046
4	37788637
4	37850235
4	37857333
4	37859346
4	37904411
4	37907874
4	37936897
4	37969229
4	37972101
4	38005065
4	38005938
4	38005991
4	38078886
4	38085484
4	38101929
4	38122295
4	38136229
4	38137403
4	38185463
4	38224135
4	38276133
4	38289723
4	38323484
4	38329234
4	38347615
4	38412225
4	38450563
4	38464035
4	38474100
4	38505156
4	38522825
4	38539309
4	38546566
4	38568885
4	38595032
4	38610736
4	38702113
4	38710546
4	38726455
4	38752568
4	38784229
4	38798089
4	38846296
4	38876573
4	38922654
4	38929476
4	38935434
4	38942480
4	38950409
4	39003981
4	39060816
4	39083372
4	39147871
4	39363236
4	39403531
4	39417702
4	39477212
4	39556244
4	39636206
4	39640312
4	39641916
4	39653837
4	39746903
4	39804885
4	39893368
4	39941436
4	40050058
4	40095937
4	40185976
4	40205570
4	40210377
4	40277914
4	40285776
4	40332835
4	40354405
4	40365770
4	40413092
4	40431138
4	40449377
4	40473278
4	40486432
4	40492599
4	40574376
4	40650493
4	40688313
4	40694966
4	40708017
4	40737618
4	40821437
4	40831937
4	40840350
4	40884122
4	40954557
4	40989868
4	41059032
4	41076166
4	41134771
4	41203223
4	41220900
4	41295413
4	41338509
4	41357948
4	41428035
4	41445493
4	41483195
4	41511406
4	41529387
4	41609558
4	41637982
4	41657469
4	41712610
4	41803669
4	41810092
4	41887220
4	41887650
4	42001654
4	42076224
4	42115156
4	42224907
4	42239121
4	42241069
4	42274566
4	42324212
4	42374752
4	42375373
4	42497207
4	42565598
4	42637169
4	42644660
4	42649987
4	42692162
4	42704111
4	42795751
4	42811783
4	42814034
4	42817224
4	42837237
4	42854877
4	42856436
4	42872269
4	42887143
4	42922836
4	43132198
4	43160863
4	43230445
4	43230742
4	43291301
4	43326690
4	43350560
4	43392093
4	43562814
4	43712632
4	43773494
4	43961501
4	44014937
4	44327572
4	44399655
4	44433668
4	44540935
4	44543364
4	44551852
4	44868961
4	44895894
4	45029239
4	45131223
4	45189839
4	45372288
4	45520568
4	45815310
4	45873582
4	46237987
4	46309430
4	46625340
4	46633150
4	46683446
4	46732884
4	46939001
4	46950454
4	47002288
4	47099206
4	47320202
4	47365108
4	47404618
4	47483094
4	47506523
4	47566947
4	47571643
4	47681412
4	47686047
4	47703561
4	47733486
4	47831792
4	47832134
4	47899242
4	47984071
4	48064847
4	48190168
4	48195750
4	48196969
4	48272135
4	48316373
4	52103566
4	52172391
4	52195229
4	52269957
4	52373437
4	52858577
4	53041277
4	53157184
4	53161428
4	53274249
4	53315622
4	53500969
4	53507297
4	53535682
4	53548529
4	53572866
4	53586711
4	53586917
4	53589884
4	53594657
4	53706140
4	53715965
4	53749049
4	53872455
4	53884754
4	53930053
4	53963829
4	54183584
4	54226459
4	54258293
4	54505074
4	54528005
4	54544920
4	54558122
4	54568661
4	54583449
4	54611880
4	54650838
4	54662487
4	54744494
4	54776950
4	54840661
4	54855303
4	54924227
4	54934521
4	54939389
4	55010296
4	55070601
4	55091556
4	55126199
4	55136691
4	55145982
4	55223092
4	55287565
4	55329459
4	55751718
4	55759302
4	55802265
4	55811486
4	55876039
4	55895382
4	56008351
4	56085601
4	56089390
4	56102505
4	56120763
4	56131184
4	56142961
4	56151327
4	56170140
4	56173443
4	56200435
4	56201259
4	56242105
4	56296453
4	56312061
4	56315829
4	56349511
4	56355182
4	56531744
4	56544382
4	56560522
4	56584682
4	56611628
4	56636911
4	56697929
4	56721629
4	56731044
4	56742803
4	56824547
4	56852029
4	56860108
4	56920284
4	56955143
4	56972524
4	57036595
4	57049101
4	57053753
4	57056824
4	57067925
4	57074860
4	57170051
4	57206766
4	57216388
4	57220870
4	57272246
4	57284550
4	57327610
4	57335962
4	57405916
4	57430660
4	57542164
4	57613900
4	57804828
4	57829906
4	57830345
4	57840850
4	57902288
4	57966694
4	57991258
4	58047334
4	58385881
4	58496094
4	58542085
4	58636522
4	58943542
4	58953827
4	59001171
4	59040619
4	59085013
4	59216470
4	59233438
4	59263450
4	59277968
4	59326679
4	59351883
4	59502151
4	59576772
4	59623792
4	59646625
4	59655457
4	59663616
4	59715719
4	59809125
4	59864887
4	60103404
4	60367501
4	60386097
4	60424580
4	60450682
4	60504441
4	60577729
4	60788570
4	60798198
4	60829790
4	60874242
4	60902228
4	60908044
4	60959369
4	60981238
4	60989733
4	61043281
4	61055516
4	61132339
4	61210725
4	61214497
4	61402435
4	61410638
4	61493601
4	61528042
4	61544438
4	61679717
4	61750462
4	61771440
4	61810399
4	61827974
4	61873956
4	61893552
4	61979772
4	61990941
4	62058079
4	62193911
4	62364276
4	62373571
4	62447092
4	62472697
4	62489581
4	62505208
4	62512548
4	62526253
4	62537420
4	62762881
4	62852716
4	62882543
4	62889275
4	62919718
4	62993338
4	63017467
4	63211089
4	63309158
4	63387913
4	63576721
4	63596076
4	64067962
4	64243211
4	64444253
4	64447779
4	64570925
4	64669752
4	64754369
4	64759003
4	65378651
4	65406693
4	65440703
4	65496769
4	65515863
4	65555948
4	65617875
4	65684901
4	65718188
4	65744589
4	65818111
4	65832062
4	65846413
4	65911522
4	66171097
4	66260927
4	66275116
4	66352632
4	66368863
4	66420866
4	66435084
4	66436171
4	66497154
4	66523811
4	66594243
4	66641947
4	66728407
4	66734482
4	66791521
4	66868139
4	66898102
4	66963227
4	67018875
4	67106883
4	67141791
4	67198722
4	67199432
4	67250821
4	67293869
4	67349285
4	67356576
4	67375353
4	67577590
4	67617754
4	67806698
